specimen_id,species,canopy_zone,vigor,crown_height_m,trunk_girth_cm,bark_glow,vitality_index
FX-0330,Bloomspire,Mistfen Reach,Thriving,21.2,33.8,52.5,67.1
FX-0331,Thornlace,Hollowdeep,Thriving,9.8,11.4,57.5,36.1
FX-0332,Goldfan Ginko,Cragside,Thriving,34.2,14.4,54.2,69.4
FX-0333,Bloomspire,Mistfen Reach,Thriving,22.0,37.4,72.8,61.8
FX-0334,Palepear,Mistfen Reach,Radiant,16.5,10.7,79.7,44.0
FX-0335,Glasszelkova,Cragside,Thriving,25.9,7.1,55.7,48.9
FX-0336,Bloomspire,Mistfen Reach,Thriving,20.7,40.4,62.3,64.8
FX-0337,Whispering Linden,Hollowdeep,Radiant,25.4,15.9,81.9,43.7
FX-0338,Glasszelkova,Mistfen Reach,Thriving,31.8,9.8,68.8,45.3
FX-0339,Thornlace,Mistfen Reach,Waning,16.1,17.2,34.7,43.9
FX-0340,Thornlace,Sunspire Heights,Thriving,24.2,14.9,48.4,51.1
FX-0341,Ironcrown Oak,Cragside,Waning,23.3,26.8,19.5,72.3
FX-0342,Verdant Ash,Hollowdeep,Radiant,16.4,19.9,77.8,46.0
FX-0343,Duskmaple,Cragside,Thriving,16.4,24.8,49.5,62.1
FX-0344,Bloomspire,Mistfen Reach,Waning,23.1,33.8,31.3,59.6
FX-0345,Palepear,Mistfen Reach,Thriving,11.0,9.9,50.8,43.1
FX-0346,Emberoak,Cragside,Thriving,27.7,26.6,53.0,68.0
FX-0347,Goldfan Ginko,Mistfen Reach,Radiant,35.2,12.6,80.5,66.6
FX-0348,Palepear,Hollowdeep,Thriving,12.2,10.2,50.7,43.0
FX-0349,Glasszelkova,Mistfen Reach,Radiant,28.2,11.2,83.6,50.1
FX-0350,Emberoak,Mistfen Reach,Husk,26.6,23.5,11.4,61.9
FX-0351,Duskmaple,Mistfen Reach,Radiant,21.3,22.4,78.3,66.2
FX-0352,Glasszelkova,Sunspire Heights,Radiant,38.0,14.0,68.8,53.3
FX-0353,Glasszelkova,Sunspire Heights,Thriving,28.2,8.1,57.5,55.0
FX-0354,Goldfan Ginko,Mistfen Reach,Thriving,36.3,13.5,48.9,64.3
FX-0355,Bloomspire,Hollowdeep,Thriving,17.1,34.2,54.6,65.3
FX-0356,Thornlace,Hollowdeep,Radiant,10.8,14.3,84.5,50.8
FX-0357,Palepear,Sunspire Heights,Waning,18.4,11.1,37.8,50.8
FX-0358,Emberoak,Mistfen Reach,Thriving,24.5,23.8,41.0,63.4
FX-0359,Palepear,Sunspire Heights,Waning,13.2,8.7,29.5,56.8
FX-0360,Palepear,Sunspire Heights,Radiant,20.2,8.4,84.4,55.2
FX-0361,Coralmaple,Hollowdeep,Thriving,30.1,22.9,58.1,64.0
FX-0362,Thornlace,Hollowdeep,Thriving,13.9,10.6,56.7,40.2
FX-0363,Bloomspire,Mistfen Reach,Waning,20.1,38.3,31.8,59.8
FX-0364,Palepear,Sunspire Heights,Radiant,13.9,4.8,74.6,54.6
FX-0365,Bloomspire,Cragside,Radiant,22.7,36.3,79.6,68.1
FX-0366,Palepear,Hollowdeep,Radiant,12.6,13.3,78.2,41.2
FX-0367,Goldfan Ginko,Hollowdeep,Radiant,32.0,14.8,70.0,65.9
FX-0368,Ghostplane,Mistfen Reach,Thriving,21.8,28.5,56.2,44.8
FX-0369,Ironcrown Oak,Mistfen Reach,Radiant,21.8,26.9,88.0,66.2
FX-0370,Duskmaple,Mistfen Reach,Thriving,15.8,26.6,56.8,68.1
FX-0371,Verdant Ash,Mistfen Reach,Waning,17.4,19.3,29.0,45.6
FX-0372,Ghostplane,Mistfen Reach,Thriving,18.6,29.6,56.0,47.6
FX-0373,Glasszelkova,Mistfen Reach,Radiant,27.2,15.8,65.3,54.9
FX-0374,Emberoak,Cragside,Radiant,25.5,25.8,84.1,75.5
FX-0375,Ironcrown Oak,Cragside,Thriving,24.9,27.0,48.0,67.2
FX-0376,Ironcrown Oak,Mistfen Reach,Thriving,23.3,26.8,48.5,65.6
FX-0377,Whispering Linden,Hollowdeep,Thriving,27.4,19.9,53.6,39.9
FX-0378,Palepear,Sunspire Heights,Thriving,23.2,11.2,50.2,51.7
FX-0379,Duskmaple,Hollowdeep,Radiant,15.6,23.9,78.4,68.6
FX-0380,Palepear,Hollowdeep,Thriving,10.5,11.9,57.8,36.4
FX-0381,Duskmaple,Cragside,Waning,21.0,20.2,33.0,63.1
FX-0382,Ghostplane,Hollowdeep,Thriving,17.6,33.7,55.7,39.4
FX-0383,Bloomspire,Mistfen Reach,Thriving,18.7,30.8,54.6,67.6
FX-0384,Ghostplane,Mistfen Reach,Waning,20.0,31.6,33.6,41.7
FX-0385,Emberoak,Cragside,Radiant,27.4,26.0,80.9,72.9
FX-0386,Verdant Ash,Mistfen Reach,Waning,22.6,16.5,32.8,46.5
FX-0387,Coralmaple,Mistfen Reach,Waning,24.7,19.0,21.9,62.3
FX-0388,Goldfan Ginko,Hollowdeep,Waning,29.5,15.6,34.1,58.6
FX-0389,Ironcrown Oak,Cragside,Thriving,26.3,27.6,62.4,69.7
FX-0390,Thornlace,Mistfen Reach,Radiant,17.9,12.8,82.8,44.9
FX-0391,Whispering Linden,Mistfen Reach,Radiant,24.5,12.3,77.8,46.9
FX-0392,Ironcrown Oak,Hollowdeep,Waning,23.1,32.8,35.3,63.9
FX-0393,Goldfan Ginko,Mistfen Reach,Radiant,34.6,18.5,79.4,62.9
FX-0394,Whispering Linden,Hollowdeep,Thriving,22.1,15.7,48.3,51.0
FX-0395,Verdant Ash,Hollowdeep,Thriving,12.7,15.4,50.1,47.7
FX-0396,Emberoak,Sunspire Heights,Thriving,30.9,25.0,40.8,73.4
FX-0397,Verdant Ash,Hollowdeep,Waning,15.4,18.9,27.5,36.9
FX-0398,Whispering Linden,Sunspire Heights,Thriving,28.6,17.2,61.7,50.3
FX-0399,Ghostplane,Mistfen Reach,Thriving,16.3,31.1,41.7,42.5
FX-0400,Ghostplane,Sunspire Heights,Thriving,25.2,32.6,58.0,51.1
FX-0401,Bloomspire,Hollowdeep,Thriving,19.1,31.5,49.5,58.9
FX-0402,Palepear,Sunspire Heights,Radiant,15.0,7.3,79.0,58.1
FX-0403,Whispering Linden,Sunspire Heights,Waning,30.2,16.6,28.4,56.5
FX-0404,Bloomspire,Mistfen Reach,Waning,23.2,35.4,24.2,66.7
FX-0405,Thornlace,Sunspire Heights,Radiant,16.6,12.4,72.2,53.6
FX-0406,Palepear,Sunspire Heights,Thriving,18.7,9.5,51.1,50.5
FX-0407,Glasszelkova,Sunspire Heights,Thriving,34.6,7.5,68.0,51.7
FX-0408,Bloomspire,Cragside,Radiant,21.5,35.9,79.5,68.4
FX-0409,Verdant Ash,Sunspire Heights,Waning,22.1,22.4,29.1,57.1
FX-0410,Coralmaple,Mistfen Reach,Thriving,27.3,18.1,54.1,63.0
FX-0411,Verdant Ash,Mistfen Reach,Waning,13.5,17.3,41.9,42.9
FX-0412,Glasszelkova,Hollowdeep,Thriving,24.5,10.6,57.7,40.5
FX-0413,Bloomspire,Cragside,Thriving,25.3,35.3,50.8,69.5
FX-0414,Duskmaple,Cragside,Waning,21.6,28.5,18.8,66.1
FX-0415,Palepear,Sunspire Heights,Waning,17.8,6.4,23.3,54.5
FX-0416,Duskmaple,Cragside,Thriving,21.4,30.1,62.1,72.8
FX-0417,Emberoak,Cragside,Thriving,26.3,26.1,63.2,68.0
FX-0418,Ironcrown Oak,Hollowdeep,Waning,22.4,29.0,36.4,57.3
FX-0419,Bloomspire,Cragside,Thriving,19.8,36.9,34.7,65.0
FX-0420,Coralmaple,Cragside,Radiant,34.5,12.4,81.4,71.7
FX-0421,Palepear,Hollowdeep,Radiant,11.2,13.5,87.6,46.4
FX-0422,Goldfan Ginko,Cragside,Thriving,32.2,18.1,57.1,67.8
FX-0423,Glasszelkova,Hollowdeep,Thriving,27.1,11.9,49.2,42.2
FX-0424,Goldfan Ginko,Hollowdeep,Radiant,33.6,15.9,76.9,61.1
FX-0425,Palepear,Sunspire Heights,Thriving,21.0,15.5,56.5,53.0
FX-0426,Ironcrown Oak,Mistfen Reach,Waning,24.9,27.7,21.5,64.8
FX-0427,Emberoak,Sunspire Heights,Thriving,27.0,29.3,55.3,76.3
FX-0428,Palepear,Sunspire Heights,Thriving,17.6,9.1,52.3,54.7
FX-0429,Coralmaple,Hollowdeep,Waning,26.7,18.9,30.0,62.1
FX-0430,Glasszelkova,Mistfen Reach,Thriving,25.3,11.3,49.2,43.8
FX-0431,Bloomspire,Mistfen Reach,Thriving,23.1,38.1,49.2,64.5
FX-0432,Thornlace,Hollowdeep,Thriving,10.2,13.6,50.5,43.5
FX-0433,Goldfan Ginko,Hollowdeep,Thriving,35.0,16.5,46.5,59.5
FX-0434,Ironcrown Oak,Mistfen Reach,Thriving,24.1,28.0,56.8,61.3
FX-0435,Coralmaple,Cragside,Thriving,28.1,21.3,51.0,66.8
FX-0436,Bloomspire,Mistfen Reach,Waning,22.3,36.5,35.4,63.9
FX-0437,Ironcrown Oak,Hollowdeep,Radiant,25.4,32.8,80.7,70.6
FX-0438,Ironcrown Oak,Mistfen Reach,Thriving,22.4,26.0,56.1,67.2
FX-0439,Emberoak,Mistfen Reach,Thriving,29.4,23.3,59.4,71.8
FX-0440,Bloomspire,Hollowdeep,Thriving,15.3,36.8,45.8,60.6
FX-0441,Duskmaple,Mistfen Reach,Thriving,13.9,25.6,54.8,66.6
FX-0442,Goldfan Ginko,Hollowdeep,Thriving,29.7,5.9,50.2,65.7
FX-0443,Thornlace,Mistfen Reach,Thriving,16.6,9.0,48.1,50.3
FX-0444,Bloomspire,Mistfen Reach,Thriving,18.2,33.0,50.4,65.0
FX-0445,Thornlace,Sunspire Heights,Waning,23.7,15.1,17.6,50.2
FX-0446,Emberoak,Cragside,Thriving,24.8,24.5,56.2,69.6
FX-0447,Duskmaple,Hollowdeep,Husk,16.0,24.7,17.9,61.4
FX-0448,Ghostplane,Mistfen Reach,Waning,21.8,26.9,37.6,49.8
FX-0449,Bloomspire,Hollowdeep,Thriving,18.0,29.7,56.1,60.3
FX-0450,Verdant Ash,Sunspire Heights,Thriving,20.6,21.8,61.3,47.3
FX-0451,Palepear,Hollowdeep,Thriving,7.2,10.0,53.4,42.2
FX-0452,Ironcrown Oak,Cragside,Radiant,18.0,31.3,78.1,71.3
FX-0453,Goldfan Ginko,Mistfen Reach,Thriving,36.5,13.9,58.5,64.1
FX-0454,Coralmaple,Mistfen Reach,Waning,22.4,20.1,29.8,63.6
FX-0455,Emberoak,Mistfen Reach,Thriving,26.6,25.5,56.3,65.1
FX-0456,Palepear,Sunspire Heights,Radiant,15.3,7.6,78.9,55.5
FX-0457,Ironcrown Oak,Sunspire Heights,Thriving,23.7,32.0,59.3,70.1
FX-0458,Thornlace,Hollowdeep,Radiant,13.0,11.4,78.2,49.9
FX-0459,Emberoak,Hollowdeep,Thriving,21.4,25.8,45.6,60.0
FX-0460,Thornlace,Hollowdeep,Thriving,13.5,11.3,64.6,46.0
FX-0461,Goldfan Ginko,Mistfen Reach,Thriving,36.6,15.9,43.6,62.2
FX-0462,Whispering Linden,Hollowdeep,Thriving,21.4,15.6,52.5,42.4
FX-0463,Verdant Ash,Sunspire Heights,Thriving,22.6,19.6,59.6,50.0
FX-0464,Bloomspire,Mistfen Reach,Waning,19.5,35.7,31.6,66.0
FX-0465,Whispering Linden,Hollowdeep,Thriving,20.5,14.5,58.3,40.9
FX-0466,Ironcrown Oak,Mistfen Reach,Thriving,23.6,32.0,55.6,68.3
FX-0467,Ghostplane,Mistfen Reach,Thriving,17.7,30.0,56.8,46.2
FX-0468,Verdant Ash,Sunspire Heights,Waning,22.7,16.7,25.6,52.4
FX-0469,Whispering Linden,Sunspire Heights,Thriving,26.9,15.0,51.2,52.1
FX-0470,Whispering Linden,Sunspire Heights,Radiant,26.2,21.7,67.1,56.1
FX-0471,Ghostplane,Mistfen Reach,Radiant,19.1,35.9,71.2,43.2
FX-0472,Bloomspire,Mistfen Reach,Radiant,24.3,39.0,85.3,62.7
FX-0473,Verdant Ash,Sunspire Heights,Thriving,21.4,16.6,52.6,55.9
FX-0474,Emberoak,Cragside,Thriving,24.8,27.2,61.8,64.1
FX-0475,Coralmaple,Hollowdeep,Thriving,25.0,22.1,49.3,59.8
FX-0476,Duskmaple,Mistfen Reach,Waning,17.0,25.3,34.0,61.8
FX-0477,Ghostplane,Mistfen Reach,Radiant,14.7,31.2,79.7,43.2
FX-0478,Coralmaple,Mistfen Reach,Thriving,32.1,26.9,49.8,62.2
FX-0479,Goldfan Ginko,Mistfen Reach,Thriving,27.7,11.0,52.7,65.3
FX-0480,Bloomspire,Hollowdeep,Radiant,23.3,31.8,82.3,64.1
FX-0481,Ironcrown Oak,Mistfen Reach,Radiant,21.1,21.7,82.0,73.1
FX-0482,Verdant Ash,Sunspire Heights,Waning,21.1,21.5,25.9,61.2
FX-0483,Coralmaple,Cragside,Thriving,29.2,17.3,52.9,68.0
FX-0484,Ironcrown Oak,Cragside,Waning,25.2,31.7,26.7,69.2
FX-0485,Glasszelkova,Mistfen Reach,Radiant,26.8,12.3,78.7,43.8
FX-0486,Whispering Linden,Hollowdeep,Thriving,26.4,23.1,51.5,42.4
FX-0487,Palepear,Sunspire Heights,Thriving,14.3,9.9,62.5,57.4
FX-0488,Coralmaple,Cragside,Waning,33.7,23.9,27.1,66.6
FX-0489,Glasszelkova,Sunspire Heights,Waning,29.4,12.9,36.4,54.7
FX-0490,Verdant Ash,Sunspire Heights,Radiant,22.4,21.2,87.8,53.2
FX-0491,Whispering Linden,Mistfen Reach,Thriving,24.2,17.8,52.3,45.7
FX-0492,Thornlace,Sunspire Heights,Radiant,20.9,10.2,79.8,56.1
FX-0493,Bloomspire,Hollowdeep,Radiant,21.3,38.5,80.5,62.7
FX-0494,Goldfan Ginko,Cragside,Thriving,36.1,12.4,54.1,71.1
FX-0495,Bloomspire,Mistfen Reach,Thriving,22.1,37.0,57.6,67.4
FX-0496,Palepear,Sunspire Heights,Thriving,19.5,10.3,59.2,50.4
FX-0497,Verdant Ash,Sunspire Heights,Radiant,22.4,18.9,86.1,55.6
FX-0498,Ironcrown Oak,Mistfen Reach,Waning,20.6,29.8,35.0,63.9
FX-0499,Bloomspire,Mistfen Reach,Radiant,21.9,34.2,82.5,63.7
FX-0500,Palepear,Mistfen Reach,Radiant,14.4,11.6,84.9,40.8
FX-0501,Glasszelkova,Sunspire Heights,Waning,29.5,3.5,33.9,49.6
FX-0502,Thornlace,Sunspire Heights,Radiant,21.0,8.5,74.6,51.8
FX-0503,Ghostplane,Mistfen Reach,Radiant,14.3,37.1,76.6,46.1
FX-0504,Duskmaple,Mistfen Reach,Thriving,20.8,21.6,50.2,68.5
FX-0505,Goldfan Ginko,Mistfen Reach,Husk,31.2,15.1,10.6,68.3
FX-0506,Whispering Linden,Sunspire Heights,Thriving,29.2,18.1,58.4,56.6
FX-0507,Bloomspire,Hollowdeep,Radiant,15.9,42.5,89.0,62.3
FX-0508,Whispering Linden,Mistfen Reach,Thriving,24.5,14.5,59.7,46.6
FX-0509,Whispering Linden,Sunspire Heights,Thriving,32.2,17.6,54.2,53.1
FX-0510,Ghostplane,Sunspire Heights,Radiant,21.3,32.8,84.3,56.1
FX-0511,Ironcrown Oak,Cragside,Radiant,24.4,33.2,76.5,75.4
FX-0512,Ghostplane,Hollowdeep,Waning,17.9,39.1,29.1,45.3
FX-0513,Thornlace,Mistfen Reach,Thriving,16.7,17.2,63.7,46.7
FX-0514,Emberoak,Mistfen Reach,Radiant,27.1,22.2,84.0,68.8
FX-0515,Duskmaple,Cragside,Thriving,20.4,27.0,49.3,65.3
FX-0516,Coralmaple,Hollowdeep,Thriving,28.5,21.0,54.2,60.9
FX-0517,Whispering Linden,Sunspire Heights,Waning,29.9,21.7,32.1,56.5
FX-0518,Bloomspire,Hollowdeep,Thriving,17.8,32.6,61.9,62.5
FX-0519,Emberoak,Cragside,Thriving,29.1,26.4,55.4,68.2
FX-0520,Whispering Linden,Mistfen Reach,Thriving,28.0,14.2,42.4,47.5
FX-0521,Ironcrown Oak,Cragside,Thriving,24.6,26.9,58.3,67.8
FX-0522,Verdant Ash,Sunspire Heights,Thriving,18.4,19.4,48.3,55.8
FX-0523,Bloomspire,Mistfen Reach,Radiant,22.5,31.7,72.4,72.3
FX-0524,Glasszelkova,Sunspire Heights,Thriving,31.8,12.0,62.0,53.1
FX-0525,Bloomspire,Cragside,Thriving,27.9,38.9,48.6,72.1
FX-0526,Coralmaple,Mistfen Reach,Thriving,24.8,23.1,47.2,68.4
FX-0527,Ironcrown Oak,Mistfen Reach,Radiant,22.2,36.0,79.2,66.9
FX-0528,Glasszelkova,Sunspire Heights,Thriving,30.8,9.9,62.6,46.5
FX-0529,Glasszelkova,Sunspire Heights,Thriving,35.2,11.7,59.4,55.1
FX-0530,Duskmaple,Mistfen Reach,Radiant,21.5,28.0,88.9,63.9
FX-0531,Coralmaple,Mistfen Reach,Radiant,27.8,24.8,80.4,71.1
FX-0532,Whispering Linden,Hollowdeep,Thriving,24.0,15.8,59.7,41.3
FX-0533,Glasszelkova,Hollowdeep,Waning,30.7,5.1,38.1,41.5
FX-0534,Ironcrown Oak,Mistfen Reach,Thriving,23.7,26.3,58.5,65.1
FX-0535,Glasszelkova,Sunspire Heights,Thriving,31.9,11.8,50.9,54.4
FX-0536,Palepear,Hollowdeep,Waning,13.1,8.9,26.7,42.5
FX-0537,Palepear,Sunspire Heights,Thriving,15.8,8.9,55.5,54.3
FX-0538,Bloomspire,Hollowdeep,Radiant,23.6,38.0,84.4,65.2
FX-0539,Ironcrown Oak,Mistfen Reach,Waning,23.0,33.4,29.7,68.0
FX-0540,Whispering Linden,Sunspire Heights,Thriving,35.0,18.3,54.7,51.3
FX-0541,Ghostplane,Sunspire Heights,Thriving,25.7,36.4,48.4,57.1
FX-0542,Ghostplane,Mistfen Reach,Radiant,24.1,31.2,83.0,49.9
FX-0543,Coralmaple,Cragside,Radiant,27.3,18.5,89.9,76.0
FX-0544,Bloomspire,Hollowdeep,Radiant,18.5,33.5,78.9,63.4
FX-0545,Ghostplane,Mistfen Reach,Thriving,19.5,28.8,51.2,47.1
FX-0546,Bloomspire,Mistfen Reach,Thriving,24.7,34.9,61.2,61.9
FX-0547,Glasszelkova,Sunspire Heights,Husk,27.8,10.9,0.0,53.7
FX-0548,Glasszelkova,Hollowdeep,Thriving,28.7,11.6,48.7,44.1
FX-0549,Whispering Linden,Sunspire Heights,Radiant,27.7,17.9,77.3,51.4
FX-0550,Ironcrown Oak,Mistfen Reach,Thriving,22.4,30.5,54.1,60.4
FX-0551,Goldfan Ginko,Hollowdeep,Radiant,29.8,14.3,77.4,69.7
FX-0552,Emberoak,Cragside,Thriving,28.3,28.3,56.9,73.6
FX-0553,Whispering Linden,Hollowdeep,Radiant,23.2,18.9,82.1,47.0
FX-0554,Goldfan Ginko,Sunspire Heights,Thriving,35.1,10.8,69.9,72.1
FX-0555,Goldfan Ginko,Cragside,Thriving,30.3,12.4,51.5,65.3
FX-0556,Verdant Ash,Mistfen Reach,Thriving,14.2,20.3,56.7,41.0
FX-0557,Glasszelkova,Mistfen Reach,Radiant,26.4,13.3,76.3,46.0
FX-0558,Emberoak,Cragside,Waning,29.8,26.8,32.4,66.6
FX-0559,Whispering Linden,Mistfen Reach,Thriving,24.4,12.6,48.5,47.1
FX-0560,Thornlace,Sunspire Heights,Radiant,18.3,13.4,78.1,54.8
FX-0561,Verdant Ash,Sunspire Heights,Radiant,23.7,16.7,84.7,57.2
FX-0562,Palepear,Cragside,Husk,13.6,5.6,5.4,47.4
FX-0563,Glasszelkova,Sunspire Heights,Thriving,33.3,8.3,62.6,57.7
FX-0564,Glasszelkova,Mistfen Reach,Thriving,31.5,10.7,52.7,44.7
FX-0565,Goldfan Ginko,Cragside,Radiant,34.8,13.5,72.1,68.7
FX-0566,Whispering Linden,Sunspire Heights,Radiant,29.0,17.9,84.7,55.4
FX-0567,Palepear,Sunspire Heights,Radiant,18.7,14.1,76.3,53.2
FX-0568,Verdant Ash,Sunspire Heights,Thriving,19.6,19.8,45.1,51.3
FX-0569,Whispering Linden,Mistfen Reach,Waning,27.3,13.9,28.8,46.2
FX-0570,Goldfan Ginko,Cragside,Waning,34.3,12.3,21.9,65.2
FX-0571,Coralmaple,Cragside,Radiant,26.7,19.1,75.5,75.4
FX-0572,Ghostplane,Sunspire Heights,Waning,26.2,33.1,29.1,51.1
FX-0573,Ironcrown Oak,Mistfen Reach,Radiant,24.6,30.5,76.8,64.4
FX-0574,Whispering Linden,Sunspire Heights,Thriving,28.8,18.2,65.1,52.5
FX-0575,Whispering Linden,Mistfen Reach,Radiant,25.6,18.9,70.9,44.5
FX-0576,Ghostplane,Sunspire Heights,Waning,26.1,32.7,39.4,54.3
FX-0577,Whispering Linden,Sunspire Heights,Thriving,32.8,19.3,56.9,55.0
FX-0578,Ghostplane,Mistfen Reach,Radiant,20.5,29.8,69.7,43.7
FX-0579,Palepear,Hollowdeep,Thriving,13.7,5.6,47.3,41.1
FX-0580,Ironcrown Oak,Cragside,Thriving,24.5,32.8,54.9,64.0
FX-0581,Whispering Linden,Hollowdeep,Waning,27.0,16.9,23.3,46.6
FX-0582,Glasszelkova,Sunspire Heights,Husk,30.8,11.2,4.8,56.4
FX-0583,Duskmaple,Cragside,Thriving,20.8,21.2,61.8,64.0
FX-0584,Palepear,Sunspire Heights,Waning,15.7,6.0,34.7,56.2
FX-0585,Coralmaple,Mistfen Reach,Radiant,26.1,21.1,80.0,61.8
FX-0586,Ghostplane,Hollowdeep,Waning,15.1,33.2,24.0,42.1
FX-0587,Glasszelkova,Sunspire Heights,Thriving,31.4,13.7,50.1,60.7
FX-0588,Whispering Linden,Sunspire Heights,Thriving,28.7,19.8,60.1,59.2
FX-0589,Glasszelkova,Mistfen Reach,Radiant,28.4,9.8,80.3,52.6
FX-0590,Ironcrown Oak,Hollowdeep,Thriving,22.0,23.2,68.5,66.2
FX-0591,Palepear,Sunspire Heights,Thriving,18.8,11.2,42.0,51.5
FX-0592,Thornlace,Cragside,Thriving,13.0,8.8,55.2,41.2
FX-0593,Emberoak,Hollowdeep,Waning,24.2,28.8,22.0,57.8
FX-0594,Ironcrown Oak,Mistfen Reach,Radiant,24.4,26.4,78.1,63.2
FX-0595,Goldfan Ginko,Mistfen Reach,Thriving,33.1,15.7,55.4,66.8
FX-0596,Emberoak,Hollowdeep,Waning,26.5,32.3,23.4,57.3
FX-0597,Palepear,Mistfen Reach,Waning,12.7,10.5,27.5,45.1
FX-0598,Glasszelkova,Cragside,Radiant,35.3,10.4,78.2,50.8
FX-0599,Thornlace,Sunspire Heights,Waning,21.9,12.6,24.3,53.1
FX-0600,Ironcrown Oak,Sunspire Heights,Thriving,27.5,30.7,68.9,73.0
FX-0601,Whispering Linden,Mistfen Reach,Radiant,27.3,14.8,70.2,45.2
FX-0602,Whispering Linden,Sunspire Heights,Thriving,30.4,17.8,49.1,53.5
FX-0603,Bloomspire,Mistfen Reach,Thriving,26.6,34.0,63.4,66.7
FX-0604,Emberoak,Cragside,Radiant,31.2,35.0,81.3,69.8
FX-0605,Bloomspire,Mistfen Reach,Husk,20.3,33.8,9.2,62.1
FX-0606,Whispering Linden,Sunspire Heights,Radiant,29.3,20.7,78.5,59.4
FX-0607,Whispering Linden,Sunspire Heights,Thriving,30.3,19.1,50.6,61.3
FX-0608,Emberoak,Mistfen Reach,Waning,30.0,26.1,32.3,65.9
FX-0609,Ghostplane,Mistfen Reach,Waning,17.4,28.6,38.0,40.0
FX-0610,Ghostplane,Sunspire Heights,Radiant,24.8,29.6,80.0,52.9
FX-0611,Glasszelkova,Sunspire Heights,Thriving,30.9,15.4,64.6,54.1
FX-0612,Goldfan Ginko,Cragside,Thriving,33.1,14.2,46.6,64.4
FX-0613,Verdant Ash,Hollowdeep,Thriving,17.5,16.1,54.9,39.3
FX-0614,Goldfan Ginko,Mistfen Reach,Waning,34.7,14.4,31.7,62.5
FX-0615,Ghostplane,Sunspire Heights,Radiant,24.5,32.2,70.5,61.4
FX-0616,Ghostplane,Sunspire Heights,Waning,33.4,27.1,23.2,52.8
FX-0617,Ghostplane,Mistfen Reach,Thriving,19.9,35.8,41.8,42.8
FX-0618,Goldfan Ginko,Cragside,Thriving,34.9,14.0,47.4,67.2
FX-0619,Thornlace,Mistfen Reach,Thriving,12.1,8.1,56.3,48.8
FX-0620,Coralmaple,Sunspire Heights,Radiant,33.8,22.5,76.1,79.5
FX-0621,Whispering Linden,Sunspire Heights,Radiant,35.4,13.1,80.6,59.7
FX-0622,Ironcrown Oak,Hollowdeep,Thriving,17.5,21.8,57.3,63.7
FX-0623,Verdant Ash,Hollowdeep,Radiant,15.2,19.8,79.3,44.6
FX-0624,Verdant Ash,Sunspire Heights,Radiant,24.2,19.1,88.9,54.9
FX-0625,Ironcrown Oak,Mistfen Reach,Thriving,23.1,30.7,62.4,67.6
FX-0626,Glasszelkova,Sunspire Heights,Radiant,33.0,19.7,67.0,55.3
FX-0627,Goldfan Ginko,Cragside,Thriving,35.7,20.5,52.7,67.3
FX-0628,Thornlace,Hollowdeep,Radiant,13.3,13.0,75.3,46.1
FX-0629,Palepear,Mistfen Reach,Radiant,14.1,5.3,82.2,49.8
FX-0630,Ironcrown Oak,Mistfen Reach,Waning,25.5,26.8,34.7,57.3
FX-0631,Thornlace,Mistfen Reach,Thriving,13.6,8.9,60.4,51.7
FX-0632,Glasszelkova,Sunspire Heights,Husk,31.8,9.4,2.7,49.6
FX-0633,Ironcrown Oak,Mistfen Reach,Thriving,22.8,33.1,49.3,65.6
FX-0634,Ghostplane,Hollowdeep,Radiant,17.4,28.4,72.0,45.4
FX-0635,Verdant Ash,Sunspire Heights,Thriving,25.5,18.7,51.6,55.6
FX-0636,Coralmaple,Mistfen Reach,Radiant,30.9,17.6,79.5,72.0
FX-0637,Ironcrown Oak,Mistfen Reach,Thriving,26.1,32.0,53.3,66.5
FX-0638,Duskmaple,Cragside,Thriving,19.0,24.9,58.1,69.9
FX-0639,Goldfan Ginko,Hollowdeep,Thriving,31.0,17.8,54.7,62.1
FX-0640,Duskmaple,Mistfen Reach,Husk,16.5,21.4,0.6,65.0
FX-0641,Ironcrown Oak,Cragside,Thriving,24.1,28.8,58.3,68.2
FX-0642,Coralmaple,Mistfen Reach,Thriving,26.6,22.7,43.9,67.4
FX-0643,Palepear,Sunspire Heights,Thriving,22.6,9.9,56.8,54.3
FX-0644,Glasszelkova,Sunspire Heights,Radiant,28.4,12.2,87.1,52.4
FX-0645,Palepear,Sunspire Heights,Waning,18.5,11.8,28.6,55.0
FX-0646,Thornlace,Hollowdeep,Thriving,9.5,11.6,46.8,47.9
FX-0647,Coralmaple,Sunspire Heights,Husk,31.1,16.4,4.1,68.7
FX-0648,Verdant Ash,Mistfen Reach,Thriving,19.9,20.0,49.6,43.2
FX-0649,Emberoak,Hollowdeep,Waning,25.5,20.8,26.1,62.2
FX-0650,Whispering Linden,Sunspire Heights,Thriving,28.7,24.1,57.6,60.5
FX-0651,Ironcrown Oak,Mistfen Reach,Thriving,22.5,33.2,58.5,66.0
FX-0652,Bloomspire,Sunspire Heights,Thriving,23.2,35.3,45.9,70.5
FX-0653,Whispering Linden,Sunspire Heights,Thriving,26.1,21.0,57.0,57.1
FX-0654,Goldfan Ginko,Cragside,Waning,34.9,16.9,26.6,66.7
FX-0655,Verdant Ash,Mistfen Reach,Thriving,18.8,16.8,59.7,43.8
FX-0656,Ironcrown Oak,Cragside,Radiant,23.4,25.4,80.8,69.2
FX-0657,Bloomspire,Cragside,Thriving,20.4,37.1,51.1,68.5
