amphora_id,type,region,varietal,vintage,fixed_acidity,volatile_acidity,residual_sugar,chlorides,pH,sulphates,alcohol,quality_score
AMPH-0253,white,Rhodes,Argitis,-246,6.653,0.235,6.42,0.051,3.4,0.595,14.11,6.32
AMPH-0254,red,Rhodes,Apian,-245,7.838,0.556,2.6,0.091,3.24,0.726,11.89,8.44
AMPH-0255,white,Kos,Argitis,-246,7.074,0.203,6.33,0.063,3.24,0.612,13.07,6.21
AMPH-0256,red,Chios,Eugenia,-245,8.078,0.44,1.98,0.103,3.39,0.769,9.94,6.95
AMPH-0257,white,Kos,Aminean,-245,6.074,0.238,6.1,0.035,3.18,0.56,11.85,8.15
AMPH-0258,red,Rhodes,Helvola,-245,8.33,0.462,1.31,0.079,3.37,0.566,11.17,5.04
AMPH-0259,white,Rhodes,Helvola,-247,7.083,0.287,7.14,0.059,3.15,0.715,11.0,5.26
AMPH-0260,red,Chios,Eugenia,-247,8.581,0.485,2.32,0.092,3.34,0.548,9.69,7.03
AMPH-0261,white,Chios,Eugenia,-245,6.169,0.224,6.64,0.057,3.19,0.672,10.16,6.94
AMPH-0262,red,Rhodes,Apian,-245,7.318,0.529,2.38,0.082,3.31,0.645,11.82,7.42
AMPH-0263,red,Kos,Duracina,-247,9.485,0.555,2.0,0.091,3.29,0.549,9.61,5.84
AMPH-0264,white,Rhodes,Argitis,-247,6.306,0.116,6.21,0.049,3.18,0.37,13.14,5.21
AMPH-0265,white,Rhodes,Argitis,-245,6.327,0.271,8.88,0.048,3.1,0.463,14.48,5.3
AMPH-0266,white,Thasos,Argitis,-245,6.76,0.301,6.26,0.034,3.23,0.514,13.24,6.81
AMPH-0267,white,Rhodes,Apian,-246,6.523,0.353,6.86,0.05,3.22,0.332,12.0,7.73
AMPH-0268,red,Kos,Duracina,-247,7.078,0.518,3.22,0.081,3.25,0.426,9.56,5.96
AMPH-0269,white,Rhodes,Aminean,-245,6.458,0.289,6.92,0.037,3.16,0.521,12.21,8.45
AMPH-0270,red,Thasos,Helvola,-247,9.241,0.538,3.24,0.093,3.26,0.536,10.88,6.61
AMPH-0271,white,Chios,Duracina,-247,6.884,0.257,6.12,0.034,3.11,0.454,10.45,4.76
AMPH-0272,white,Chios,Eugenia,-245,7.332,0.277,7.22,0.049,3.21,0.38,10.25,7.55
AMPH-0273,white,Chios,Aminean,-247,7.386,0.237,5.56,0.058,3.26,0.495,12.22,7.38
AMPH-0274,red,Thasos,Apian,-245,8.687,0.559,2.67,0.085,3.16,0.849,11.01,8.48
AMPH-0275,red,Thasos,Argitis,-245,9.301,0.501,1.63,0.078,3.36,0.573,14.58,5.5
AMPH-0276,white,Kos,Aminean,-247,6.266,0.295,7.02,0.048,3.05,0.493,11.8,8.45
AMPH-0277,red,Thasos,Argitis,-247,7.156,0.608,2.95,0.087,3.4,0.794,13.33,6.27
AMPH-0278,white,Chios,Duracina,-245,6.827,0.264,5.91,0.042,3.25,0.352,9.15,4.65
AMPH-0279,white,Rhodes,Argitis,-246,7.029,0.227,6.8,0.035,3.17,0.383,13.97,5.23
AMPH-0280,white,Thasos,Duracina,-245,7.829,0.235,6.51,0.044,3.24,0.486,10.07,5.82
AMPH-0281,white,Kos,Apian,-245,6.633,0.296,6.06,0.023,3.13,0.515,11.68,7.79
AMPH-0282,white,Kos,Duracina,-245,6.189,0.295,7.2,0.039,3.04,0.441,10.84,5.62
AMPH-0283,white,Rhodes,Helvola,-247,7.071,0.248,5.73,0.049,3.21,0.724,11.68,5.01
AMPH-0284,red,Chios,Apian,-245,7.198,0.552,4.41,0.085,3.33,0.372,11.43,7.78
AMPH-0285,white,Kos,Aminean,-247,6.621,0.349,5.14,0.047,3.1,0.378,11.93,8.64
AMPH-0286,red,Rhodes,Eugenia,-245,7.787,0.534,1.21,0.077,3.39,0.773,11.2,7.75
AMPH-0287,white,Rhodes,Eugenia,-247,6.73,0.262,6.31,0.043,3.26,0.514,9.6,7.49
AMPH-0288,red,Rhodes,Eugenia,-247,7.716,0.686,2.53,0.083,3.35,0.712,10.03,8.03
AMPH-0289,white,Rhodes,Aminean,-245,6.666,0.331,6.5,0.034,3.12,0.645,12.11,7.15
AMPH-0290,white,Chios,Aminean,-246,7.62,0.271,5.34,0.044,3.21,0.663,12.59,7.23
AMPH-0291,white,Kos,Apian,-245,7.581,0.256,7.21,0.039,3.01,0.548,10.44,8.28
AMPH-0292,white,Thasos,Argitis,-245,6.433,0.252,7.16,0.036,3.35,0.512,13.22,5.83
AMPH-0293,red,Chios,Eugenia,-247,8.08,0.499,2.87,0.107,3.13,0.826,9.81,7.98
AMPH-0294,white,Chios,Apian,-246,6.873,0.275,6.69,0.037,3.14,0.547,11.61,7.79
AMPH-0295,white,Rhodes,Aminean,-246,6.836,0.27,5.78,0.036,3.28,0.587,12.02,8.31
AMPH-0296,red,Rhodes,Argitis,-245,9.021,0.468,1.92,0.09,3.28,0.538,13.09,5.59
AMPH-0297,red,Rhodes,Apian,-245,9.264,0.461,3.1,0.088,3.25,0.56,11.59,7.89
AMPH-0298,white,Thasos,Argitis,-245,7.352,0.227,3.33,0.046,3.04,0.26,13.25,5.74
AMPH-0299,white,Thasos,Argitis,-247,6.669,0.256,6.3,0.043,3.23,0.478,13.77,6.42
AMPH-0300,white,Chios,Eugenia,-246,6.08,0.301,5.63,0.045,3.12,0.37,9.62,7.68
AMPH-0301,white,Kos,Argitis,-245,6.991,0.363,6.21,0.042,3.26,0.689,13.15,5.23
AMPH-0302,white,Chios,Aminean,-246,6.844,0.313,5.94,0.041,3.21,0.455,12.71,7.78
AMPH-0303,white,Chios,Aminean,-245,7.172,0.17,7.7,0.055,3.22,0.523,11.9,7.74
AMPH-0304,white,Chios,Eugenia,-247,7.813,0.369,6.62,0.059,3.41,0.2,9.96,7.63
AMPH-0305,white,Kos,Helvola,-245,6.552,0.299,7.35,0.038,3.06,0.462,11.64,5.58
AMPH-0306,white,Thasos,Argitis,-247,7.297,0.197,4.82,0.048,3.2,0.559,13.69,5.85
AMPH-0307,red,Kos,Helvola,-246,8.173,0.544,3.35,0.089,3.33,0.654,11.1,5.48
AMPH-0308,white,Thasos,Helvola,-245,7.097,0.2,6.51,0.048,3.23,0.614,10.9,6.31
AMPH-0309,red,Rhodes,Aminean,-245,7.952,0.494,2.82,0.094,3.13,0.812,11.46,8.02
AMPH-0310,white,Thasos,Aminean,-247,7.876,0.211,7.67,0.047,3.23,0.857,12.57,8.59
AMPH-0311,white,Rhodes,Argitis,-246,6.4,0.214,5.05,0.035,3.21,0.456,14.32,5.01
AMPH-0312,white,Rhodes,Helvola,-245,7.332,0.193,7.22,0.055,3.12,0.662,11.15,4.73
AMPH-0313,white,Rhodes,Duracina,-245,6.421,0.254,6.5,0.046,3.03,0.466,9.54,5.07
AMPH-0314,white,Chios,Eugenia,-246,7.263,0.294,5.81,0.034,3.11,0.612,9.99,7.76
AMPH-0315,red,Rhodes,Aminean,-246,7.644,0.548,2.47,0.076,3.28,0.735,11.95,8.09
AMPH-0316,white,Rhodes,Apian,-246,6.83,0.201,7.88,0.055,3.04,0.473,11.22,8.39
AMPH-0317,red,Kos,Argitis,-247,8.692,0.52,2.85,0.09,3.25,0.442,13.48,4.99
AMPH-0318,white,Thasos,Aminean,-247,6.496,0.182,5.63,0.05,3.28,0.479,11.32,8.59
AMPH-0319,white,Rhodes,Apian,-247,6.482,0.266,7.6,0.039,3.29,0.476,11.29,7.76
AMPH-0320,red,Kos,Argitis,-247,7.629,0.521,2.02,0.088,3.24,0.703,13.35,6.19
AMPH-0321,white,Thasos,Duracina,-246,6.86,0.227,4.98,0.052,3.09,0.427,10.18,5.93
AMPH-0322,white,Rhodes,Aminean,-246,8.259,0.302,6.89,0.039,3.05,0.43,12.21,6.96
AMPH-0323,white,Chios,Duracina,-245,7.282,0.326,5.0,0.046,3.12,0.548,10.07,4.98
AMPH-0324,white,Kos,Helvola,-246,6.61,0.234,6.21,0.046,3.32,0.479,10.66,5.94
AMPH-0325,white,Chios,Aminean,-245,7.02,0.379,5.51,0.048,3.24,0.329,12.24,8.03
AMPH-0326,red,Kos,Helvola,-246,8.178,0.554,1.63,0.081,3.28,0.865,10.14,5.87
AMPH-0327,red,Kos,Helvola,-245,7.713,0.523,2.7,0.092,3.31,0.572,10.58,5.39
AMPH-0328,red,Rhodes,Aminean,-246,8.932,0.599,2.94,0.069,3.32,0.71,12.51,7.6
AMPH-0329,red,Kos,Duracina,-246,8.095,0.595,2.64,0.097,3.35,0.718,10.25,5.28
AMPH-0330,white,Rhodes,Aminean,-247,6.365,0.361,6.14,0.047,3.24,0.448,11.82,7.42
AMPH-0331,red,Thasos,Argitis,-245,9.433,0.477,1.69,0.09,3.36,0.498,13.37,6.46
AMPH-0332,red,Thasos,Argitis,-246,8.494,0.52,2.53,0.091,3.2,0.649,12.99,6.47
AMPH-0333,white,Rhodes,Argitis,-245,6.893,0.266,5.27,0.049,3.3,0.212,14.32,5.11
AMPH-0334,white,Thasos,Duracina,-247,7.271,0.259,4.95,0.038,3.29,0.399,10.21,6.28
AMPH-0335,white,Kos,Aminean,-247,6.372,0.297,4.73,0.062,3.45,0.512,12.03,8.03
AMPH-0336,white,Kos,Argitis,-245,6.727,0.236,6.33,0.037,3.21,0.275,12.66,5.31
AMPH-0337,white,Kos,Argitis,-246,6.224,0.254,5.75,0.047,3.13,0.446,14.93,5.27
AMPH-0338,white,Kos,Aminean,-247,6.184,0.316,7.75,0.049,3.3,0.663,12.46,8.15
AMPH-0339,white,Thasos,Helvola,-245,6.265,0.235,6.85,0.051,3.31,0.35,10.98,6.37
AMPH-0340,white,Rhodes,Duracina,-247,6.727,0.235,6.64,0.046,3.18,0.641,9.06,6.08
AMPH-0341,white,Kos,Apian,-246,6.424,0.302,7.29,0.051,3.29,0.48,11.06,8.21
AMPH-0342,red,Thasos,Argitis,-245,8.165,0.468,2.69,0.091,3.36,0.575,14.38,6.51
AMPH-0343,white,Chios,Eugenia,-247,7.345,0.377,6.2,0.063,3.2,0.477,11.09,7.02
AMPH-0344,red,Chios,Apian,-245,7.037,0.502,3.04,0.091,3.34,0.583,11.49,7.98
AMPH-0345,white,Chios,Eugenia,-245,7.177,0.136,5.69,0.056,3.24,0.802,10.65,7.1
AMPH-0346,white,Rhodes,Aminean,-246,7.92,0.303,5.02,0.034,3.2,0.536,12.84,7.43
AMPH-0347,white,Chios,Apian,-246,6.62,0.265,5.9,0.049,3.15,0.649,11.81,7.5
AMPH-0348,red,Rhodes,Argitis,-246,9.436,0.568,0.6,0.089,3.33,0.614,13.77,5.18
AMPH-0349,red,Rhodes,Duracina,-247,9.38,0.593,3.35,0.086,3.21,0.531,9.09,5.43
AMPH-0350,white,Kos,Aminean,-247,7.171,0.213,7.05,0.042,3.28,0.441,11.64,8.46
AMPH-0351,white,Thasos,Argitis,-245,7.835,0.191,5.88,0.039,3.15,0.609,13.09,6.15
AMPH-0352,red,Thasos,Argitis,-245,7.573,0.543,2.98,0.084,3.28,0.704,13.86,6.5
AMPH-0353,white,Rhodes,Aminean,-247,6.729,0.302,5.37,0.053,3.25,0.656,12.59,8.02
AMPH-0354,white,Thasos,Duracina,-246,7.548,0.236,6.75,0.047,3.24,0.275,9.59,5.87
AMPH-0355,white,Rhodes,Apian,-246,6.794,0.231,7.01,0.044,3.06,0.2,11.03,8.0
AMPH-0356,white,Thasos,Duracina,-245,7.741,0.25,4.75,0.057,3.15,0.595,9.78,6.14
AMPH-0357,white,Chios,Eugenia,-245,6.886,0.306,7.78,0.059,3.17,0.497,10.58,8.19
AMPH-0358,white,Kos,Argitis,-247,7.414,0.303,6.66,0.05,3.04,0.772,14.0,5.76
AMPH-0359,white,Rhodes,Argitis,-247,6.032,0.318,4.18,0.055,3.24,0.706,14.2,5.13
AMPH-0360,red,Thasos,Argitis,-247,7.864,0.618,1.98,0.074,3.35,0.685,14.51,5.96
AMPH-0361,white,Thasos,Argitis,-247,5.099,0.272,5.18,0.024,3.24,0.758,12.97,5.7
AMPH-0362,red,Kos,Argitis,-246,7.859,0.574,1.11,0.095,3.31,0.492,13.0,6.19
AMPH-0363,white,Rhodes,Eugenia,-247,6.794,0.148,8.02,0.049,3.07,0.31,10.5,7.7
AMPH-0364,white,Rhodes,Duracina,-247,6.744,0.243,6.13,0.062,3.04,0.413,8.89,5.09
AMPH-0365,red,Thasos,Duracina,-247,8.706,0.556,3.54,0.095,3.38,0.494,9.92,6.89
AMPH-0366,white,Thasos,Duracina,-246,6.865,0.292,7.52,0.063,3.1,0.321,9.57,6.09
AMPH-0367,white,Kos,Aminean,-247,7.642,0.266,7.81,0.052,3.16,0.351,12.92,8.27
AMPH-0368,white,Rhodes,Argitis,-247,6.374,0.267,5.83,0.05,3.3,0.677,13.61,5.37
AMPH-0369,white,Thasos,Argitis,-246,6.998,0.347,4.49,0.016,3.21,0.367,13.94,6.41
AMPH-0370,white,Kos,Argitis,-246,6.823,0.244,6.7,0.039,3.18,0.262,13.72,5.45
AMPH-0371,white,Thasos,Helvola,-245,7.135,0.28,7.05,0.039,3.32,0.57,11.39,6.25
AMPH-0372,red,Kos,Eugenia,-247,8.504,0.554,2.09,0.086,3.3,0.687,10.49,8.21
AMPH-0373,white,Kos,Eugenia,-245,6.532,0.25,6.16,0.063,3.19,0.264,9.84,7.24
AMPH-0374,white,Rhodes,Argitis,-247,6.771,0.126,5.44,0.05,3.34,0.589,13.74,5.7
AMPH-0375,white,Chios,Aminean,-247,7.209,0.304,6.28,0.043,3.37,0.489,12.09,7.37
AMPH-0376,red,Thasos,Helvola,-246,8.487,0.548,3.37,0.086,3.37,0.769,11.17,5.7
AMPH-0377,red,Thasos,Argitis,-247,7.647,0.506,1.82,0.08,3.33,0.775,13.15,5.79
AMPH-0378,white,Chios,Eugenia,-246,5.928,0.257,4.84,0.039,3.0,0.444,10.09,7.94
AMPH-0379,white,Rhodes,Apian,-246,6.5,0.288,4.58,0.057,3.25,0.311,11.71,7.04
AMPH-0380,white,Chios,Duracina,-245,7.617,0.297,3.87,0.033,3.06,0.616,9.91,4.6
AMPH-0381,white,Kos,Helvola,-245,6.968,0.288,6.28,0.039,3.22,0.517,10.92,5.65
AMPH-0382,red,Kos,Argitis,-245,7.521,0.554,1.22,0.077,3.33,0.623,13.99,6.09
AMPH-0383,white,Rhodes,Apian,-245,7.387,0.256,3.73,0.04,3.16,0.309,10.82,7.89
AMPH-0384,red,Kos,Duracina,-245,8.204,0.554,4.1,0.084,3.4,0.549,9.92,5.73
AMPH-0385,white,Rhodes,Eugenia,-246,6.02,0.27,7.33,0.034,3.26,0.703,10.6,7.21
AMPH-0386,white,Chios,Aminean,-247,7.611,0.316,8.73,0.057,3.14,0.255,12.67,7.44
AMPH-0387,red,Kos,Eugenia,-247,9.244,0.55,2.75,0.091,3.37,0.963,11.23,7.85
AMPH-0388,red,Thasos,Aminean,-247,7.943,0.466,1.66,0.088,3.18,0.649,12.49,8.49
AMPH-0389,red,Rhodes,Helvola,-246,8.81,0.612,1.57,0.091,3.19,0.695,10.84,5.8
AMPH-0390,white,Chios,Aminean,-245,7.975,0.28,3.69,0.038,3.09,0.62,12.44,7.41
AMPH-0391,white,Kos,Aminean,-247,6.328,0.233,8.5,0.062,3.11,0.74,12.54,8.24
AMPH-0392,white,Chios,Eugenia,-246,7.38,0.351,5.5,0.051,3.22,0.372,10.32,7.18
AMPH-0393,white,Chios,Eugenia,-245,6.51,0.208,6.73,0.034,3.3,0.618,9.32,7.1
AMPH-0394,white,Rhodes,Duracina,-245,6.611,0.266,6.67,0.052,3.3,0.526,9.01,4.97
AMPH-0395,white,Kos,Helvola,-245,7.38,0.221,4.65,0.056,3.22,0.676,11.34,5.62
AMPH-0396,white,Rhodes,Aminean,-246,7.823,0.255,5.51,0.032,3.28,0.219,12.24,7.36
AMPH-0397,white,Chios,Apian,-245,7.157,0.269,5.25,0.046,3.2,0.621,11.11,8.11
AMPH-0398,white,Rhodes,Aminean,-246,7.186,0.272,7.06,0.047,3.2,0.531,11.86,7.55
AMPH-0399,white,Thasos,Duracina,-246,6.938,0.316,6.74,0.058,3.2,0.466,9.34,6.65
AMPH-0400,red,Kos,Helvola,-247,8.988,0.536,1.67,0.092,3.35,0.55,10.91,5.86
AMPH-0401,red,Chios,Eugenia,-247,8.925,0.534,2.47,0.075,3.3,0.532,10.62,8.01
AMPH-0402,white,Chios,Apian,-246,7.173,0.28,5.89,0.05,3.22,0.335,10.87,7.09
AMPH-0403,red,Thasos,Duracina,-245,8.516,0.544,3.32,0.094,3.29,0.951,10.54,6.25
AMPH-0404,red,Chios,Apian,-246,8.488,0.488,1.8,0.091,3.31,0.592,11.79,8.41
AMPH-0405,red,Thasos,Helvola,-246,7.907,0.439,3.27,0.087,3.23,0.621,10.82,6.03
AMPH-0406,white,Rhodes,Helvola,-247,7.191,0.296,5.41,0.041,3.2,0.661,11.3,5.91
AMPH-0407,white,Rhodes,Duracina,-246,7.205,0.297,8.56,0.027,3.17,0.435,10.62,5.56
AMPH-0408,red,Kos,Helvola,-245,7.564,0.545,3.48,0.076,3.4,0.685,11.31,5.3
AMPH-0409,white,Thasos,Argitis,-246,6.803,0.327,7.64,0.047,3.23,0.739,13.54,5.95
AMPH-0410,white,Kos,Duracina,-246,6.821,0.246,6.89,0.034,3.28,0.499,9.49,5.5
AMPH-0411,white,Rhodes,Helvola,-245,7.06,0.362,4.03,0.045,3.26,0.535,11.14,4.48
AMPH-0412,red,Rhodes,Eugenia,-245,7.537,0.61,4.34,0.07,3.23,0.788,10.36,7.36
AMPH-0413,red,Thasos,Helvola,-245,8.285,0.449,2.34,0.102,3.32,0.595,10.9,5.77
AMPH-0414,white,Chios,Aminean,-245,7.057,0.12,7.63,0.026,3.21,0.384,12.43,7.83
AMPH-0415,white,Chios,Eugenia,-245,6.836,0.347,7.27,0.058,3.21,0.677,10.87,8.04
AMPH-0416,red,Chios,Eugenia,-247,8.646,0.582,2.34,0.079,3.25,0.85,10.08,7.36
AMPH-0417,white,Thasos,Argitis,-247,7.057,0.217,7.61,0.031,3.18,0.22,13.12,5.41
AMPH-0418,white,Thasos,Apian,-246,7.036,0.285,10.57,0.041,3.22,0.379,11.61,8.1
AMPH-0419,red,Chios,Apian,-246,7.801,0.539,3.66,0.076,3.31,0.505,11.96,7.57
AMPH-0420,red,Thasos,Duracina,-247,9.064,0.493,0.6,0.075,3.37,0.518,10.17,5.72
AMPH-0421,white,Thasos,Argitis,-246,6.58,0.211,5.76,0.063,3.19,0.519,13.89,6.05
AMPH-0422,red,Rhodes,Helvola,-247,8.275,0.487,0.87,0.086,3.32,0.525,11.33,5.4
AMPH-0423,red,Kos,Eugenia,-247,8.485,0.588,1.44,0.089,3.39,0.784,11.04,8.17
AMPH-0424,red,Thasos,Duracina,-247,8.082,0.505,2.66,0.096,3.27,0.716,8.82,6.52
AMPH-0425,white,Rhodes,Duracina,-247,6.994,0.301,6.03,0.039,3.21,0.232,11.0,5.46
AMPH-0426,white,Kos,Eugenia,-246,7.289,0.312,6.49,0.06,3.21,0.624,9.82,7.72
AMPH-0427,red,Kos,Helvola,-246,8.305,0.556,2.26,0.078,3.23,0.613,11.42,4.78
AMPH-0428,white,Chios,Apian,-247,5.992,0.325,9.01,0.046,3.31,0.476,11.32,7.89
AMPH-0429,red,Kos,Duracina,-245,8.766,0.517,4.68,0.072,3.19,0.593,10.15,4.78
AMPH-0430,white,Rhodes,Duracina,-245,8.009,0.26,5.68,0.045,3.12,0.539,10.12,5.55
AMPH-0431,white,Kos,Apian,-245,7.317,0.306,7.51,0.044,3.26,0.566,11.52,8.13
AMPH-0432,white,Kos,Duracina,-247,6.359,0.278,5.26,0.053,3.22,0.412,10.5,5.05
AMPH-0433,red,Kos,Aminean,-246,7.579,0.572,2.1,0.082,3.34,0.646,11.78,7.99
AMPH-0434,red,Chios,Duracina,-245,8.239,0.53,1.53,0.099,3.25,0.698,9.23,4.91
AMPH-0435,white,Rhodes,Argitis,-247,6.645,0.389,6.9,0.039,3.06,0.345,13.24,5.64
AMPH-0436,red,Thasos,Argitis,-245,8.286,0.522,2.36,0.08,3.23,0.791,13.57,6.44
AMPH-0437,white,Kos,Duracina,-245,8.338,0.207,6.17,0.058,3.1,0.349,9.45,5.81
AMPH-0438,white,Chios,Duracina,-246,6.555,0.28,5.46,0.041,3.16,0.602,8.44,5.26
AMPH-0439,red,Chios,Aminean,-246,8.926,0.59,3.19,0.102,3.33,0.485,11.92,8.22
AMPH-0440,white,Chios,Aminean,-246,7.113,0.175,6.58,0.048,3.27,0.597,13.01,8.16
AMPH-0441,red,Kos,Apian,-247,9.004,0.57,0.78,0.075,3.16,0.525,10.21,8.5
AMPH-0442,white,Thasos,Argitis,-245,6.009,0.29,7.45,0.047,3.04,0.423,13.9,6.66
AMPH-0443,white,Thasos,Argitis,-245,6.88,0.221,6.55,0.05,3.19,0.496,14.52,6.48
AMPH-0444,white,Kos,Eugenia,-246,6.215,0.283,6.68,0.037,3.29,0.575,9.56,8.55
AMPH-0445,red,Rhodes,Helvola,-247,8.794,0.523,1.1,0.086,3.37,0.23,10.79,5.59
AMPH-0446,red,Kos,Argitis,-247,8.181,0.476,2.59,0.08,3.21,0.604,14.04,6.08
AMPH-0447,red,Thasos,Argitis,-246,8.495,0.561,2.9,0.095,3.39,0.403,13.83,5.97
AMPH-0448,white,Chios,Aminean,-245,7.846,0.247,6.39,0.058,3.19,0.476,11.65,7.59
AMPH-0449,red,Kos,Aminean,-246,7.683,0.505,1.51,0.09,3.32,0.396,12.37,7.79
AMPH-0450,white,Thasos,Helvola,-245,7.413,0.259,5.69,0.036,3.12,0.578,10.65,6.12
AMPH-0451,white,Thasos,Duracina,-245,7.434,0.323,8.04,0.049,3.32,0.475,10.52,5.97
AMPH-0452,red,Thasos,Duracina,-245,8.877,0.474,3.68,0.085,3.28,1.112,10.62,6.19
AMPH-0453,white,Chios,Apian,-247,8.21,0.272,4.52,0.059,3.13,0.614,11.31,7.18
AMPH-0454,white,Thasos,Duracina,-247,6.387,0.299,7.93,0.045,3.22,0.572,9.67,6.24
AMPH-0455,white,Kos,Argitis,-245,6.918,0.286,8.16,0.047,3.2,0.599,13.78,5.66
AMPH-0456,white,Thasos,Helvola,-247,7.47,0.247,7.29,0.048,3.23,0.392,10.6,7.8
AMPH-0457,white,Chios,Aminean,-245,7.239,0.318,5.94,0.038,3.16,0.566,12.32,7.46
AMPH-0458,white,Kos,Duracina,-247,6.028,0.279,5.22,0.044,3.12,0.532,10.17,5.29
AMPH-0459,white,Kos,Duracina,-246,6.732,0.297,7.48,0.056,3.26,0.449,9.61,5.67
AMPH-0460,red,Chios,Eugenia,-246,7.502,0.545,2.96,0.091,3.37,0.569,9.81,7.06
AMPH-0461,white,Kos,Argitis,-245,6.961,0.277,4.49,0.037,3.16,0.512,13.81,5.98
AMPH-0462,white,Kos,Aminean,-245,7.549,0.291,6.95,0.045,3.33,0.338,12.2,8.04
AMPH-0463,white,Kos,Argitis,-245,6.555,0.359,8.2,0.047,3.18,0.467,14.08,6.04
AMPH-0464,red,Chios,Aminean,-247,9.248,0.592,3.03,0.076,3.2,0.643,12.08,7.73
AMPH-0465,red,Thasos,Duracina,-246,8.25,0.523,3.42,0.073,3.11,0.839,10.24,5.86
AMPH-0466,white,Chios,Eugenia,-246,6.909,0.313,6.82,0.071,3.22,0.674,10.17,7.41
AMPH-0467,white,Kos,Apian,-247,6.393,0.303,3.75,0.044,3.29,0.369,10.9,8.04
AMPH-0468,red,Rhodes,Duracina,-247,8.117,0.485,2.82,0.083,3.29,0.7,9.46,4.54
AMPH-0469,white,Kos,Eugenia,-245,7.31,0.281,6.93,0.043,3.16,0.412,9.54,8.15
AMPH-0470,red,Chios,Eugenia,-246,7.77,0.506,1.84,0.092,3.26,0.902,9.9,7.93
AMPH-0471,red,Rhodes,Eugenia,-246,7.726,0.578,2.47,0.098,3.26,0.712,10.36,8.14
AMPH-0472,red,Kos,Duracina,-247,8.54,0.511,2.74,0.081,3.39,0.881,10.17,5.12
AMPH-0473,white,Thasos,Helvola,-245,6.993,0.277,5.69,0.032,3.11,0.553,11.27,6.05
AMPH-0474,white,Kos,Duracina,-246,7.435,0.25,6.62,0.046,3.13,0.438,10.02,5.71
AMPH-0475,white,Kos,Apian,-247,7.063,0.291,6.13,0.053,3.22,0.397,11.71,8.55
AMPH-0476,white,Thasos,Duracina,-246,6.354,0.316,4.7,0.061,3.17,0.429,10.18,5.82
AMPH-0477,red,Thasos,Argitis,-246,8.058,0.511,3.28,0.092,3.41,0.739,13.89,5.72
AMPH-0478,red,Thasos,Helvola,-247,8.343,0.49,1.62,0.088,3.25,0.5,10.46,5.85
AMPH-0479,white,Chios,Eugenia,-246,6.325,0.291,5.49,0.051,3.24,0.616,10.38,7.76
AMPH-0480,white,Chios,Eugenia,-246,6.838,0.245,6.52,0.034,3.2,0.342,10.32,7.9
AMPH-0481,red,Kos,Apian,-246,8.941,0.52,1.12,0.094,3.55,0.619,11.79,8.07
AMPH-0482,white,Kos,Helvola,-245,7.101,0.277,5.81,0.058,3.12,0.649,11.08,5.74
AMPH-0483,white,Chios,Aminean,-247,7.696,0.359,6.45,0.034,3.24,0.734,12.93,6.85
AMPH-0484,white,Chios,Apian,-247,7.105,0.278,8.91,0.036,3.17,0.453,11.13,7.6
AMPH-0485,white,Thasos,Argitis,-245,6.936,0.284,6.99,0.043,3.23,0.571,13.07,6.27
AMPH-0486,red,Thasos,Argitis,-246,8.963,0.511,0.6,0.081,3.35,0.732,13.81,6.29
AMPH-0487,white,Chios,Aminean,-246,6.522,0.235,8.01,0.031,3.21,0.612,12.1,7.32
AMPH-0488,white,Kos,Aminean,-246,7.093,0.257,6.66,0.067,3.22,0.554,12.36,7.53
AMPH-0489,red,Kos,Aminean,-247,8.692,0.486,1.23,0.074,3.29,0.508,12.64,8.3
AMPH-0490,white,Chios,Aminean,-245,7.406,0.298,5.88,0.053,3.27,0.43,12.46,8.2
AMPH-0491,white,Thasos,Helvola,-246,7.336,0.243,9.86,0.026,3.08,0.485,10.82,6.34
AMPH-0492,red,Kos,Duracina,-245,9.019,0.503,2.24,0.086,3.18,0.647,9.75,5.77
AMPH-0493,white,Rhodes,Eugenia,-247,6.985,0.256,6.8,0.046,3.13,0.379,10.42,7.98
AMPH-0494,white,Kos,Duracina,-247,7.175,0.318,8.77,0.039,3.24,0.672,10.03,5.56
AMPH-0495,white,Thasos,Argitis,-245,6.589,0.182,4.32,0.042,3.2,0.627,13.07,6.72
AMPH-0496,white,Chios,Aminean,-247,5.699,0.242,6.34,0.037,3.26,0.512,11.15,7.21
AMPH-0497,red,Kos,Eugenia,-245,8.095,0.511,3.37,0.07,3.36,0.794,9.67,8.18
AMPH-0498,white,Chios,Aminean,-246,7.655,0.254,7.85,0.049,3.26,0.331,12.7,7.65
AMPH-0499,white,Rhodes,Eugenia,-245,6.429,0.311,5.87,0.048,3.07,0.605,10.17,8.11
AMPH-0500,white,Rhodes,Helvola,-245,6.555,0.241,5.36,0.039,3.32,0.2,10.94,5.62
AMPH-0501,red,Rhodes,Argitis,-247,9.007,0.54,5.25,0.078,3.38,0.719,13.38,5.47
AMPH-0502,white,Kos,Apian,-247,6.668,0.324,6.0,0.05,3.12,0.28,11.31,8.31
AMPH-0503,white,Rhodes,Duracina,-246,6.428,0.237,6.33,0.059,3.12,0.517,9.18,5.19
AMPH-0504,white,Rhodes,Aminean,-245,7.501,0.314,7.31,0.026,3.23,0.286,12.62,7.83
AMPH-0505,white,Kos,Helvola,-245,6.557,0.261,7.43,0.062,3.32,0.721,11.55,5.13
AMPH-0506,white,Chios,Apian,-245,5.884,0.309,5.43,0.056,3.13,0.469,11.09,7.39
