lichen_isolate,gene_id,expression,expression_normalized
S072,XAN_3540,5100.1,-0.882592
S073,XAN_3540,5101.5,0.920494
S074,XAN_3540,5101.4,0.694251
S075,XAN_3540,5098.5,-1.684613
S076,XAN_3540,5101.9,0.71416
S077,XAN_3540,5099,-0.889217
S078,XAN_3540,5101.1,0.0783
S079,XAN_3540,5099.7,-0.312784
S080,XAN_3540,5102.6,0.988341
S081,XAN_3540,5102.2,1.210791
S082,XAN_3540,5102.3,0.748755
S083,XAN_3540,5099.3,-1.079912
S084,XAN_3540,5102.8,1.128692
S085,XAN_3540,5101.4,0.33768
S086,XAN_3540,5098.9,-1.738238
S087,XAN_3540,5102.1,0.649064
S088,XAN_3540,5100.4,-0.459045
S089,XAN_3540,5100.2,-0.713111
S090,XAN_3540,5100.4,-0.920905
S091,XAN_3540,5100.6,-0.099488
S092,XAN_3540,5100.9,-0.473443
S093,XAN_3540,5102,0.764494
S094,XAN_3540,5100.4,-1.215387
S095,XAN_3540,5100.9,-0.050339
S096,XAN_3540,5100.9,0.114477
S097,XAN_3540,5101.4,0.672546
S098,XAN_3540,5100.2,-0.216555
S099,XAN_3540,5100.6,0.362577
S100,XAN_3540,5102,1.053633
S101,XAN_3540,5102,0.687565
S102,XAN_3540,5101.3,0.980924
S103,XAN_3540,5101.7,0.902528
S104,XAN_3540,5100.2,0.11079
S105,XAN_3540,5101.6,0.740779
S106,XAN_3540,5102.2,1.019184
S107,XAN_3540,5102.3,1.584792
S108,XAN_3540,5100.9,-0.842109
S109,XAN_3540,5101.9,0.438733
S110,XAN_3540,5099.8,-0.955225
S111,XAN_3540,5100.8,-0.634179
S112,XAN_3540,5100.5,-0.560975
S113,XAN_3540,5101.7,0.576838
S114,XAN_3540,5102.3,1.280856
S115,XAN_3540,5102,0.415814
S116,XAN_3540,5101,-0.311716
S117,XAN_3540,5102.7,0.717963
S118,XAN_3540,5101.6,0.397321
S119,XAN_3540,5101.5,-0.248841
S120,XAN_3540,5101,-0.042295
S121,XAN_3540,5101.2,-0.137432
S122,XAN_3540,5102,1.306689
S123,XAN_3540,5101.5,1.119421
S124,XAN_3540,5100.7,0.313561
S125,XAN_3540,5104,1.951274
S126,XAN_3540,5100.3,-0.412913
S127,XAN_3540,5101.5,0.582581
S128,XAN_3540,5100.9,0.065202
S129,XAN_3540,5099.4,-1.396572
S130,XAN_3540,5099.3,-1.421801
S131,XAN_3540,5101.4,1.108286
S132,XAN_3540,5099.5,-1.119205
S133,XAN_3540,5102.1,1.072387
S134,XAN_3540,5102,0.907051
S135,XAN_3540,5102.9,1.139047
S136,XAN_3540,5100.8,0.110528
S137,XAN_3540,5100.9,-0.3183
S138,XAN_3540,5101.2,0.115104
S139,XAN_3540,5100.6,-0.126562
S140,XAN_3540,5101.5,0.604506
S141,XAN_3540,5099.5,-1.30966
S142,XAN_3540,5100.5,-0.566574
S143,XAN_3540,5098.3,-1.907017
S144,XAN_3540,5100.6,0.192071
S145,XAN_3540,5101.4,1.119239
S146,XAN_3540,5101.3,0.767019
S147,XAN_3540,5098,-1.98551
S148,XAN_3540,5100.4,-0.164188
S149,XAN_3540,5102.6,1.060265
S150,XAN_3540,5101.7,0.98523
S151,XAN_3540,5101.7,0.28946
S152,XAN_3540,5099.9,-0.902349
S153,XAN_3540,5100.5,-0.531801
S154,XAN_3540,5102.9,0.791908
S155,XAN_3540,5100.3,-1.030866
S156,XAN_3540,5102,1.189681
S157,XAN_3540,5102.2,0.129211
S158,XAN_3540,5100.3,-0.68689
S159,XAN_3540,5101.2,0.815485
S160,XAN_3540,5100.1,-1.139889
S161,XAN_3540,5101.1,0.094234
S162,XAN_3540,5099.9,-1.044733
S163,XAN_3540,5100.2,-0.614392
S164,XAN_3540,5101.3,1.176047
S165,XAN_3540,5102.3,1.437769
S166,XAN_3540,5099.3,-1.532101
S167,XAN_3540,5098.1,-2.435553
S168,XAN_3540,5100.7,-0.658611
S169,XAN_3540,5101.8,1.234755
S170,XAN_3540,5101.1,-0.344436
S171,XAN_3540,5099.9,-0.099978
S172,XAN_3540,5101.8,1.359525
S173,XAN_3540,5098.4,-1.315463
S174,XAN_3540,5097.6,-1.452828
S175,XAN_3540,5101.7,1.031292
S176,XAN_3540,5101.6,1.488267
S177,XAN_3540,5102.2,1.24231
S178,XAN_3540,5101,-0.258917
S179,XAN_3540,5099.8,-0.726496
S180,XAN_3540,5100.9,0.131255
S181,XAN_3540,5101.1,0.263654
S182,XAN_3540,5101.7,0.959296
S183,XAN_3540,5101.3,0.926389
S184,XAN_3540,5102.5,1.393546
S185,XAN_3540,5101.2,-0.123402
S186,XAN_3540,5100.5,-0.049978
S187,XAN_3540,5103.5,1.325459
S188,XAN_3540,5100.3,-0.705693
S189,XAN_3540,5101.3,-0.084263
S190,XAN_3540,5100.3,-0.616446
S191,XAN_3540,5100.5,-0.699698
S192,XAN_3540,5100.5,-0.635035
S193,XAN_3540,5101.1,0.777365
S194,XAN_3540,5102.3,0.185962
S195,XAN_3540,5101.3,0.046708
S196,XAN_3540,5101.2,0.857095
S197,XAN_3540,5098.9,-1.337948
S198,XAN_3540,5101.6,0.207345
S199,XAN_3540,5100.3,-0.674101
S200,XAN_3540,5102.2,1.133691
S001,XAN_4133,4615.8,0.582716
S002,XAN_4133,4616.1,-0.102703
S003,XAN_4133,4615.5,-0.573632
S004,XAN_4133,4615.3,-0.283861
S005,XAN_4133,4614.7,-0.516779
S006,XAN_4133,4614.6,-0.89529
S007,XAN_4133,4617.4,1.412753
S008,XAN_4133,4616.3,-0.110269
S009,XAN_4133,4617,1.258505
S010,XAN_4133,4615,-0.804798
S011,XAN_4133,4616.6,0.542398
S012,XAN_4133,4617,1.133863
S013,XAN_4133,4614.3,-1.13284
S014,XAN_4133,4616.2,0.02034
S015,XAN_4133,4614.6,-1.018141
S016,XAN_4133,4614.5,-1.181471
S017,XAN_4133,4616.5,0.676628
S018,XAN_4133,4614.8,-1.048288
S019,XAN_4133,4616.4,0.674597
S020,XAN_4133,4615.2,-0.775648
S021,XAN_4133,4615.4,-0.178737
S022,XAN_4133,4615.6,-0.267941
S023,XAN_4133,4614.2,-1.177928
S024,XAN_4133,4617,1.598217
S025,XAN_4133,4617.3,1.290401
S026,XAN_4133,4615.4,-0.233813
S027,XAN_4133,4615.1,-0.328203
S028,XAN_4133,4616.8,0.639207
S029,XAN_4133,4615.8,0.13144
S030,XAN_4133,4615.1,-0.766646
S031,XAN_4133,4616.1,0.609241
S032,XAN_4133,4615.1,-0.596239
S033,XAN_4133,4615.3,0.024071
S034,XAN_4133,4613.7,-2.042722
S035,XAN_4133,4615.4,-0.17181
S036,XAN_4133,4615.4,-0.530178
S037,XAN_4133,4616.2,-0.253037
S038,XAN_4133,4616.5,1.147484
S039,XAN_4133,4616.8,1.964776
S040,XAN_4133,4616.2,0.723418
S041,XAN_4133,4614.6,-1.339916
S042,XAN_4133,4614.6,-0.495769
S043,XAN_4133,4616.7,0.545419
S044,XAN_4133,4616.7,0.820068
S045,XAN_4133,4617,0.47927
S046,XAN_4133,4613.9,-2.352095
S047,XAN_4133,4616.2,0.951783
S048,XAN_4133,4616.1,1.163465
S049,XAN_4133,4615.4,-0.310151
S050,XAN_4133,4614.8,-1.103027
S051,XAN_4133,4614.4,-1.075123
S052,XAN_4133,4614.2,-1.588678
S053,XAN_4133,4614.8,-0.227434
S054,XAN_4133,4616.6,0.837355
S055,XAN_4133,4616.1,1.022738
S056,XAN_4133,4616.4,0.660377
S057,XAN_4133,4616.4,0.839369
S058,XAN_4133,4615.3,-0.911522
S059,XAN_4133,4615.9,-0.50559
S060,XAN_4133,4615,-0.874173
S061,XAN_4133,4615.7,0.555117
S062,XAN_4133,4616.8,0.709891
S063,XAN_4133,4615.1,0.054101
S064,XAN_4133,4616,0.374816
S065,XAN_4133,4617.1,1.343201
S066,XAN_4133,4614.3,-0.33786
S067,XAN_4133,4616.7,0.48487
S068,XAN_4133,4615.9,0.582442
S069,XAN_4133,4615,-1.14136
S070,XAN_4133,4616.1,0.046355
S071,XAN_4133,4615.8,0.246213
S072,XAN_4133,4614.3,-1.701974
S073,XAN_4133,4615.7,0.166163
S074,XAN_4133,4615.3,-0.309541
S075,XAN_4133,4613.4,-1.709993
S076,XAN_4133,4616.3,0.342136
S077,XAN_4133,4613.8,-0.971881
S078,XAN_4133,4616.7,1.192248
S079,XAN_4133,4615.6,0.694383
S080,XAN_4133,4617.6,1.183468
S081,XAN_4133,4617.9,1.885566
S082,XAN_4133,4618.2,1.666723
S083,XAN_4133,4615.3,-0.15806
S084,XAN_4133,4617.7,1.233894
S085,XAN_4133,4615.7,-0.43571
S086,XAN_4133,4613.8,-1.749669
S087,XAN_4133,4617.7,1.237642
S088,XAN_4133,4614.7,-1.061639
S089,XAN_4133,4613.8,-1.900074
S090,XAN_4133,4615.1,-1.052086
S091,XAN_4133,4616,0.448123
S092,XAN_4133,4615.5,-0.677232
S093,XAN_4133,4617.4,1.53081
S094,XAN_4133,4615.2,-1.265849
S095,XAN_4133,4614.9,-0.969295
S096,XAN_4133,4614.9,-0.892443
S097,XAN_4133,4615.6,0.22033
S098,XAN_4133,4615.5,0.211093
S099,XAN_4133,4615.9,0.936802
S100,XAN_4133,4617.2,1.496804
S101,XAN_4133,4617.6,1.454055
S102,XAN_4133,4616,0.785225
S103,XAN_4133,4616.4,0.675733
S104,XAN_4133,4616.8,1.32796
S105,XAN_4133,4616.2,0.474851
S106,XAN_4133,4616.4,0.196547
S107,XAN_4133,4616.4,0.75269
S108,XAN_4133,4615.2,-1.398839
S109,XAN_4133,4615.9,-0.265859
S110,XAN_4133,4614.3,-1.35596
S111,XAN_4133,4615,-1.244275
S112,XAN_4133,4616.3,0.93777
S113,XAN_4133,4616.8,0.995522
S114,XAN_4133,4617.1,1.275729
S115,XAN_4133,4616.5,0.137661
S116,XAN_4133,4616,-0.175141
S117,XAN_4133,4618.3,1.604681
S118,XAN_4133,4617.2,1.57062
S119,XAN_4133,4615.9,-0.679881
S120,XAN_4133,4616.5,0.638961
S121,XAN_4133,4615.9,-0.241201
S122,XAN_4133,4616.7,1.172571
S123,XAN_4133,4616,0.779388
S124,XAN_4133,4616.1,0.885751
S125,XAN_4133,4618.4,1.687037
S126,XAN_4133,4614.9,-0.658141
S127,XAN_4133,4616.5,0.799637
S128,XAN_4133,4615.1,-0.298947
S129,XAN_4133,4614.4,-1.279951
S130,XAN_4133,4614.6,-0.826562
S131,XAN_4133,4615.7,0.309013
S132,XAN_4133,4614.5,-0.991199
S133,XAN_4133,4615.7,-0.001467
S134,XAN_4133,4616.8,0.894569
S135,XAN_4133,4618.4,1.894214
S136,XAN_4133,4614.5,-1.326022
S137,XAN_4133,4615.6,-0.438678
S138,XAN_4133,4617.1,0.991077
S139,XAN_4133,4615.3,-0.332121
S140,XAN_4133,4616.1,0.343454
S141,XAN_4133,4614.7,-1.046522
S142,XAN_4133,4616.1,0.753393
S143,XAN_4133,4614.5,-0.914241
S144,XAN_4133,4615.4,0.144008
S145,XAN_4133,4615.5,0.111037
S146,XAN_4133,4617.1,1.646718
S147,XAN_4133,4613.9,-1.186901
S148,XAN_4133,4615.5,0.052121
S149,XAN_4133,4617,0.732465
S150,XAN_4133,4615.4,-0.24261
S151,XAN_4133,4616.1,-0.371327
S152,XAN_4133,4615.6,-0.207648
S153,XAN_4133,4614.7,-1.534341
S154,XAN_4133,4617.4,0.612907
S155,XAN_4133,4615.1,-1.096125
S156,XAN_4133,4616.1,0.311788
S157,XAN_4133,4616.8,-0.290082
S158,XAN_4133,4615.1,-0.734588
S159,XAN_4133,4615.9,0.620407
S160,XAN_4133,4615.2,-0.803978
S161,XAN_4133,4615,-0.796138
S162,XAN_4133,4614,-1.684458
S163,XAN_4133,4615.2,-0.382298
S164,XAN_4133,4615.7,0.641148
S165,XAN_4133,4616.8,1.155121
S166,XAN_4133,4614.3,-1.446687
S167,XAN_4133,4613.5,-1.96191
S168,XAN_4133,4616.1,0.155422
S169,XAN_4133,4616.5,1.117109
S170,XAN_4133,4615.9,-0.397758
S171,XAN_4133,4615.3,0.458488
S172,XAN_4133,4616.2,0.817262
S173,XAN_4133,4613.1,-1.512674
S174,XAN_4133,4612.3,-1.590999
S175,XAN_4133,4616.7,1.30483
S176,XAN_4133,4616.3,1.277097
S177,XAN_4133,4617,1.235221
S178,XAN_4133,4615.8,-0.309096
S179,XAN_4133,4615.3,-0.026603
S180,XAN_4133,4615.2,-0.656151
S181,XAN_4133,4616.2,0.611969
S182,XAN_4133,4615,-0.728441
S183,XAN_4133,4615.4,0.042091
S184,XAN_4133,4616.8,0.962893
S185,XAN_4133,4615.6,-0.4986
S186,XAN_4133,4615.4,-0.006734
S187,XAN_4133,4617.7,0.898656
S188,XAN_4133,4615.4,-0.580362
S189,XAN_4133,4616.6,0.262994
S190,XAN_4133,4615.1,-0.681503
S191,XAN_4133,4616.3,0.442158
S192,XAN_4133,4615.9,-0.117817
S193,XAN_4133,4614.7,-1.576753
S194,XAN_4133,4617.3,0.316119
S195,XAN_4133,4616.3,0.26832
S196,XAN_4133,4615.1,-0.160546
S197,XAN_4133,4614,-1.192545
S198,XAN_4133,4616.4,0.185049
S199,XAN_4133,4615.7,-0.187036
S200,XAN_4133,4617.2,1.313407
S001,XAN_4179,3717.6,0.42988
S002,XAN_4179,3718.6,0.625889
S003,XAN_4179,3718.4,0.478539
S004,XAN_4179,3717.8,0.284826
S005,XAN_4179,3717.3,0.149724
S006,XAN_4179,3717.1,-0.413769
S007,XAN_4179,3718.8,0.907747
S008,XAN_4179,3719.4,1.272971
S009,XAN_4179,3719.6,1.861999
S010,XAN_4179,3716.5,-1.349767
S011,XAN_4179,3718.9,1.067442
S012,XAN_4179,3718.3,0.550647
S013,XAN_4179,3716.8,-0.40168
S014,XAN_4179,3718.9,0.767808
S015,XAN_4179,3716,-1.632652
S016,XAN_4179,3716.3,-1.347667
S017,XAN_4179,3718.9,1.083354
S018,XAN_4179,3715.9,-1.70014
S019,XAN_4179,3718.6,0.995631
S020,XAN_4179,3717.4,-0.511189
S021,XAN_4179,3718.1,0.497569
S022,XAN_4179,3717.6,-0.227264
S023,XAN_4179,3715.9,-1.463831
S024,XAN_4179,3717.3,-0.502553
S025,XAN_4179,3717.9,-0.339484
S026,XAN_4179,3716.4,-1.255829
S027,XAN_4179,3717.6,0.413928
S028,XAN_4179,3718.6,0.445898
S029,XAN_4179,3718.3,0.871303
S030,XAN_4179,3718,0.076147
S031,XAN_4179,3718,0.551603
S032,XAN_4179,3717.1,-0.545361
S033,XAN_4179,3717.1,-0.171392
S034,XAN_4179,3716,-1.630029
S035,XAN_4179,3717.5,-0.032061
S036,XAN_4179,3717,-0.87513
S037,XAN_4179,3717.6,-1.340876
S038,XAN_4179,3717.9,0.686821
S039,XAN_4179,3718.5,1.652523
S040,XAN_4179,3717.3,-0.284417
S041,XAN_4179,3717,-0.587409
S042,XAN_4179,3716.9,-0.169103
S043,XAN_4179,3719.6,1.463508
S044,XAN_4179,3717.4,-0.390667
S045,XAN_4179,3719.7,1.290204
S046,XAN_4179,3716.7,-1.66437
S047,XAN_4179,3718.9,1.593554
S048,XAN_4179,3717.3,-0.006596
S049,XAN_4179,3715.7,-2.090419
S050,XAN_4179,3717.5,-0.053946
S051,XAN_4179,3715.9,-1.641592
S052,XAN_4179,3717.4,0.720662
S053,XAN_4179,3716.8,-0.162791
S054,XAN_4179,3718.5,0.804884
S055,XAN_4179,3718.5,1.57961
S056,XAN_4179,3718.6,0.903156
S057,XAN_4179,3718.3,0.787989
S058,XAN_4179,3716.8,-1.41538
S059,XAN_4179,3718,-0.290207
S060,XAN_4179,3716.9,-0.987626
S061,XAN_4179,3718.1,1.187785
S062,XAN_4179,3718.2,0.177521
S063,XAN_4179,3717.1,0.10945
S064,XAN_4179,3719,1.900946
S065,XAN_4179,3718.3,0.526504
S066,XAN_4179,3716,-0.597416
S067,XAN_4179,3718.8,0.73646
S068,XAN_4179,3717.3,-0.218012
S069,XAN_4179,3717.7,-0.308967
S070,XAN_4179,3717.7,-0.461988
S071,XAN_4179,3717.7,0.186777
S072,XAN_4179,3717,-0.806952
S073,XAN_4179,3718.4,1.076864
S074,XAN_4179,3717.3,-0.263416
S075,XAN_4179,3716.8,-0.329228
S076,XAN_4179,3718.2,0.305014
S077,XAN_4179,3714.7,-1.796186
S078,XAN_4179,3718.4,0.841267
S079,XAN_4179,3716.9,0.033535
S080,XAN_4179,3719.6,1.262007
S081,XAN_4179,3719.3,1.489679
S082,XAN_4179,3719.3,0.976531
S083,XAN_4179,3715.6,-1.572239
S084,XAN_4179,3720,1.604325
S085,XAN_4179,3717.5,-0.658232
S086,XAN_4179,3715.4,-2.076153
S087,XAN_4179,3719.9,1.452159
S088,XAN_4179,3716.9,-0.810233
S089,XAN_4179,3717.1,-0.650379
S090,XAN_4179,3717.3,-0.860007
S091,XAN_4179,3717.9,0.400658
S092,XAN_4179,3718,-0.22492
S093,XAN_4179,3718,-0.231211
S094,XAN_4179,3716.8,-1.54579
S095,XAN_4179,3718.6,0.939008
S096,XAN_4179,3717.2,-0.488232
S097,XAN_4179,3716.5,-0.54329
S098,XAN_4179,3717.9,0.664161
S099,XAN_4179,3716.7,-0.585016
S100,XAN_4179,3718.4,0.646958
S101,XAN_4179,3719,0.938432
S102,XAN_4179,3717.9,0.718439
S103,XAN_4179,3718.1,0.232411
S104,XAN_4179,3718.4,1.08962
S105,XAN_4179,3717.6,-0.169727
S106,XAN_4179,3718.2,0.004983
S107,XAN_4179,3717.4,-0.374215
S108,XAN_4179,3717.3,-1.254167
S109,XAN_4179,3717.9,-0.220083
S110,XAN_4179,3717.4,-0.164543
S111,XAN_4179,3717.6,-0.638977
S112,XAN_4179,3717.7,0.057889
S113,XAN_4179,3719.5,2.181739
S114,XAN_4179,3719.6,1.824098
S115,XAN_4179,3717.9,-0.345233
S116,XAN_4179,3718.8,0.599175
S117,XAN_4179,3719.9,1.26118
S118,XAN_4179,3717.6,-0.78721699999999994
S119,XAN_4179,3716.9,-1.644095
S120,XAN_4179,3717.7,-0.143533
S121,XAN_4179,3717.9,-0.201927
S122,XAN_4179,3719.2,1.843607
S123,XAN_4179,3717.4,0.208686
S124,XAN_4179,3718.1,0.945289
S125,XAN_4179,3719.9,1.376634
S126,XAN_4179,3716.5,-0.995995
S127,XAN_4179,3718.5,0.881004
S128,XAN_4179,3718.1,0.292979
S129,XAN_4179,3716.5,-1.132541
S130,XAN_4179,3717.4,0.433187
S131,XAN_4179,3717.4,-0.073162
S132,XAN_4179,3717.3,0.03197
S133,XAN_4179,3717.6,-0.047513
S134,XAN_4179,3718.3,0.528142
S135,XAN_4179,3719.5,1.026984
S136,XAN_4179,3717.2,-0.402665
S137,XAN_4179,3717.9,-0.155251
S138,XAN_4179,3719.1,1.051944
S139,XAN_4179,3716.8,-0.932035
S140,XAN_4179,3719.3,1.78725
S141,XAN_4179,3715.6,-1.982131
S142,XAN_4179,3717.5,-0.237851
S143,XAN_4179,3716.3,-1.050659
S144,XAN_4179,3717.7,0.426335
S145,XAN_4179,3717.1,-0.384067
S146,XAN_4179,3718.1,0.784656
S147,XAN_4179,3715.5,-1.510257
S148,XAN_4179,3716.6,-0.750868
S149,XAN_4179,3719.5,1.213072
S150,XAN_4179,3718.6,1.138702
S151,XAN_4179,3718.6,0.50824
S152,XAN_4179,3717.1,-0.598639
S153,XAN_4179,3716.6,-1.63875
S154,XAN_4179,3719.2,0.534974
S155,XAN_4179,3716.5,-1.635235
S156,XAN_4179,3718.4,0.755879
S157,XAN_4179,3718.1,-1.583252
S158,XAN_4179,3717.9,-0.14557
S159,XAN_4179,3717.7,0.411705
S160,XAN_4179,3716.5,-1.807337
S161,XAN_4179,3717.5,-0.280639
S162,XAN_4179,3716.7,-1.084932
S163,XAN_4179,3717.2,-0.307407
S164,XAN_4179,3718.5,1.697319
S165,XAN_4179,3718.8,1.218516
S166,XAN_4179,3716.4,-1.336724
S167,XAN_4179,3716,-1.426772
S168,XAN_4179,3717.9,-0.064458
S169,XAN_4179,3718,0.685572
S170,XAN_4179,3717.7,-0.581398
S171,XAN_4179,3717,0.17591
S172,XAN_4179,3718.7,1.546709
S173,XAN_4179,3716.4,-0.372127
S174,XAN_4179,3714.2,-1.650577
S175,XAN_4179,3718.6,1.250416
S176,XAN_4179,3717.5,0.030979
S177,XAN_4179,3718.5,0.876379
S178,XAN_4179,3717.4,-0.690035
S179,XAN_4179,3717.3,0.022242
S180,XAN_4179,3717.1,-0.742753
S181,XAN_4179,3718.4,0.967503
S182,XAN_4179,3717.8,0.214157
S183,XAN_4179,3717.1,-0.270349
S184,XAN_4179,3719.1,1.285292
S185,XAN_4179,3716.8,-1.150787
S186,XAN_4179,3717.5,0.16302
S187,XAN_4179,3719,0.426088
S188,XAN_4179,3717.9,-0.280131
S189,XAN_4179,3717.9,-0.222426
S190,XAN_4179,3716.3,-1.410489
S191,XAN_4179,3717.9,0.019608
S192,XAN_4179,3717.8,-0.164554
S193,XAN_4179,3717.4,-0.167216
S194,XAN_4179,3719.3,0.367655
S195,XAN_4179,3718.3,0.349999
S196,XAN_4179,3717,-0.227847
S197,XAN_4179,3716.5,-0.779597
S198,XAN_4179,3718.1,-0.010765
S199,XAN_4179,3717.6,-0.234706
S200,XAN_4179,3719.8,1.957203
S001,XAN_4418,267.2,-2.040274
S002,XAN_4418,269.3,-0.759225
S003,XAN_4418,268.1,-1.973997
S004,XAN_4418,269,-0.337365
S005,XAN_4418,270.4,1.709293
S006,XAN_4418,269.5,0.192916
S007,XAN_4418,268.9,-0.740425
S008,XAN_4418,270,-0.004188
S009,XAN_4418,269.2,-0.089255
S010,XAN_4418,268.8,-0.782035
S011,XAN_4418,270,0.245136
S012,XAN_4418,269.6,0.162009
S013,XAN_4418,269.1,0.32067
S014,XAN_4418,271.2,1.535373
S015,XAN_4418,269.5,0.275331
S016,XAN_4418,270.7,1.385879
S017,XAN_4418,268.3,-1.097865
S018,XAN_4418,268.1,-1.4774
S019,XAN_4418,269,-0.720343
S020,XAN_4418,268.8,-0.970605
S021,XAN_4418,269.8,0.502374
S022,XAN_4418,267.8,-1.726571
S023,XAN_4418,268.9,-0.227603
S024,XAN_4418,268.6,-1.201993
S025,XAN_4418,271,1.571976
S026,XAN_4418,270.7,1.647456
S027,XAN_4418,269.7,0.955152
S028,XAN_4418,271.1,1.852763
S029,XAN_4418,269.9,0.760573
S030,XAN_4418,269.2,-0.434269
S031,XAN_4418,267.6,-2.520584
S032,XAN_4418,270.3,1.506703
S033,XAN_4418,267,-2.821505
S034,XAN_4418,268.5,-0.78568
S035,XAN_4418,269.4,0.119495
S036,XAN_4418,270.6,1.065806
S037,XAN_4418,269.5,-1.003426
S038,XAN_4418,269.8,0.862703
S039,XAN_4418,269.6,0.821241
S040,XAN_4418,269.2,-0.127255
S041,XAN_4418,269,-0.225916
S042,XAN_4418,270.2,1.466427
S043,XAN_4418,267.7,-2.199863
S044,XAN_4418,270.5,1.072306
S045,XAN_4418,270.3,0.203133
S046,XAN_4418,270,-0.295251
S047,XAN_4418,269.1,0.253818
S048,XAN_4418,269.3,0.376503
S049,XAN_4418,270.3,1.098828
S050,XAN_4418,270.6,2.095899
S051,XAN_4418,269.9,1.134615
S052,XAN_4418,269,0.356051
S053,XAN_4418,268.7,-0.029262
S054,XAN_4418,270,0.651449
S055,XAN_4418,268.7,-0.412814
S056,XAN_4418,270.6,1.279254
S057,XAN_4418,269.4,-0.052831
S058,XAN_4418,270.1,0.392065
S059,XAN_4418,270.7,1.288554
S060,XAN_4418,269.3,0.174759
S061,XAN_4418,269.2,0.245514
S062,XAN_4418,269.9,0.195109
S063,XAN_4418,270.1,2.02182
S064,XAN_4418,269.7,0.442748
S065,XAN_4418,268.5,-1.330874
S066,XAN_4418,269.9,1.49893
S067,XAN_4418,270.3,0.534264
S068,XAN_4418,269.5,0.466426
S069,XAN_4418,268.6,-1.37317
S070,XAN_4418,269.4,-0.526883
S071,XAN_4418,269.3,-0.001198
S072,XAN_4418,269.7,0.418158
S073,XAN_4418,267.5,-2.422761
S074,XAN_4418,270.2,1.107738
S075,XAN_4418,269.6,0.728774
S076,XAN_4418,268.3,-1.305021
S077,XAN_4418,266.9,-1.683359
S078,XAN_4418,270.6,1.745658
S079,XAN_4418,268.1,-0.679204
S080,XAN_4418,269.2,-0.846564
S081,XAN_4418,268.8,-0.294863
S082,XAN_4418,269.6,-0.234124
S083,XAN_4418,267.9,-1.255458
S084,XAN_4418,269.8,-0.230838
S085,XAN_4418,269.5,-0.263016
S086,XAN_4418,270.1,0.517458
S087,XAN_4418,269.1,-0.507986
S088,XAN_4418,270.2,0.981621
S089,XAN_4418,270.2,0.729775
S090,XAN_4418,269.5,-0.483366
S091,XAN_4418,267.6,-1.934054
S092,XAN_4418,272.6,2.469626
S093,XAN_4418,269.6,-0.390203
S094,XAN_4418,269.6,-0.704229
S095,XAN_4418,268.7,-0.963419
S096,XAN_4418,270.5,1.549699
S097,XAN_4418,271,1.598679
S098,XAN_4418,268.3,-0.840179
S099,XAN_4418,268,-1.402235
S100,XAN_4418,268.3,-1.670314
S101,XAN_4418,269.7,-0.061606
S102,XAN_4418,269.9,1.178962
S103,XAN_4418,270.4,1.49034
S104,XAN_4418,270,1.039399
S105,XAN_4418,268.4,-1.437121
S106,XAN_4418,268.9,-1.514769
S107,XAN_4418,268.6,-1.144954
S108,XAN_4418,271.6,1.656177
S109,XAN_4418,269.3,-0.532134
S110,XAN_4418,268.2,-1.320263
S111,XAN_4418,269,-1.012521
S112,XAN_4418,268.3,-2.022816
S113,XAN_4418,269.5,-0.495128
S114,XAN_4418,269.8,0.39211
S115,XAN_4418,269.3,-0.66521
S116,XAN_4418,270.2,0.376598
S117,XAN_4418,270.5,0.134522
S118,XAN_4418,269.2,-1.047715
S119,XAN_4418,270,-0.189324
S120,XAN_4418,269.4,-0.190168
S121,XAN_4418,270.3,0.374319
S122,XAN_4418,269.1,-0.387601
S123,XAN_4418,269.1,0.124134
S124,XAN_4418,269.6,0.710494
S125,XAN_4418,269.4,-0.339776
S126,XAN_4418,269.2,-0.132689
S127,XAN_4418,269,-0.807271
S128,XAN_4418,269.4,0.040013
S129,XAN_4418,270,0.989654
S130,XAN_4418,268.2,-1.222857
S131,XAN_4418,270.2,1.684111
S132,XAN_4418,269.8,1.026127
S133,XAN_4418,269.1,-0.300682
S134,XAN_4418,269.9,0.458351
S135,XAN_4418,268.2,-2.408011
S136,XAN_4418,269.1,-0.251768
S137,XAN_4418,271.6,1.662451
S138,XAN_4418,270,0.404422
S139,XAN_4418,270.3,1.514338
S140,XAN_4418,270.9,1.834072
S141,XAN_4418,269.3,-0.279133
S142,XAN_4418,269.4,0.046269
S143,XAN_4418,268.4,-0.865083
S144,XAN_4418,270.5,1.404542
S145,XAN_4418,268.3,-1.333081
S146,XAN_4418,269,-0.045438
S147,XAN_4418,268.7,-0.348508
S148,XAN_4418,269.1,-0.075074
S149,XAN_4418,270.4,0.606039
S150,XAN_4418,269.7,0.464606
S151,XAN_4418,269.5,-0.8083
S152,XAN_4418,270.7,1.142377
S153,XAN_4418,268.4,-1.741967
S154,XAN_4418,268.7,-0.946476
S155,XAN_4418,269.1,-0.848311
S156,XAN_4418,269.6,0.107336
S157,XAN_4418,269.9,-1.342874
S158,XAN_4418,271.6,1.418108
S159,XAN_4418,270.4,1.936203
S160,XAN_4418,269.6,0.293268
S161,XAN_4418,270,0.515787
S162,XAN_4418,271,1.20618
S163,XAN_4418,269.1,-0.087306
S164,XAN_4418,268.8,-0.191097
S165,XAN_4418,269.4,0.141869
S166,XAN_4418,269.9,0.256723
S167,XAN_4418,269.2,0.069288
S168,XAN_4418,270,0.590256
